Table_ID,Cell_ID,Cell_Label,Cell_Label_Tier1,Cell_Label_Tier2,Cell_Label_Tier3,Cell_Label_Tier4,Cell_Label_Tier5,Cell_Label_Short_Tier1,Cell_Label_Short_Tier2,Cell_Label_Short_Tier3,Cell_Label_Short_Tier4,Cell_Label_Short_Tier5,EW_Count,n_Interior_Cells
ts013,ts0130024,Africa: Central and Western Africa: Other Central and Western Africa,NA,NA,Africa: Central and Western Africa: Other Central and Western Africa,Africa: Central and Western Africa: Other Central and Western Africa,Africa: Central and Western Africa: Other Central and Western Africa,NA,NA,Other Central and Western Africa,Other Central and Western Africa,Other Central and Western Africa,29545,51
ts013,ts0130025,Africa: South and Eastern Africa,NA,Africa: South and Eastern Africa,NA,NA,NA,NA,South and Eastern Africa,NA,NA,NA,128776,51
ts013,ts0130026,Africa: South and Eastern Africa: Kenya,NA,NA,Africa: South and Eastern Africa: Kenya,Africa: South and Eastern Africa: Kenya,Africa: South and Eastern Africa: Kenya,NA,NA,Kenya,Kenya,Kenya,10643,51
ts013,ts0130027,Africa: South and Eastern Africa: Somalia,NA,NA,Africa: South and Eastern Africa: Somalia,Africa: South and Eastern Africa: Somalia,Africa: South and Eastern Africa: Somalia,NA,NA,Somalia,Somalia,Somalia,2130,51
ts013,ts0130028,Africa: South and Eastern Africa: South Africa,NA,NA,Africa: South and Eastern Africa: South Africa,Africa: South and Eastern Africa: South Africa,Africa: South and Eastern Africa: South Africa,NA,NA,South Africa,South Africa,South Africa,50407,51
ts013,ts0130029,Africa: South and Eastern Africa: Zimbabwe,NA,NA,Africa: South and Eastern Africa: Zimbabwe,Africa: South and Eastern Africa: Zimbabwe,Africa: South and Eastern Africa: Zimbabwe,NA,NA,Zimbabwe,Zimbabwe,Zimbabwe,29990,51
ts013,ts0130030,Africa: South and Eastern Africa: Other South and Eastern Africa,NA,NA,Africa: South and Eastern Africa: Other South and Eastern Africa,Africa: South and Eastern Africa: Other South and Eastern Africa,Africa: South and Eastern Africa: Other South and Eastern Africa,NA,NA,Other South and Eastern Africa,Other South and Eastern Africa,Other South and Eastern Africa,35606,51
ts013,ts0130031,Middle East and Asia,Middle East and Asia,NA,NA,NA,NA,Middle East and Asia,NA,NA,NA,NA,1076221,51
ts013,ts0130032,Middle East and Asia: Middle East,NA,Middle East and Asia: Middle East,NA,NA,NA,NA,Middle East,NA,NA,NA,72154,51
ts013,ts0130033,Middle East and Asia: Middle East: Iran,NA,NA,Middle East and Asia: Middle East: Iran,Middle East and Asia: Middle East: Iran,Middle East and Asia: Middle East: Iran,NA,NA,Iran,Iran,Iran,16462,51
ts013,ts0130034,Middle East and Asia: Middle East: Iraq,NA,NA,Middle East and Asia: Middle East: Iraq,Middle East and Asia: Middle East: Iraq,Middle East and Asia: Middle East: Iraq,NA,NA,Iraq,Iraq,Iraq,10237,51
ts013,ts0130035,Middle East and Asia: Middle East: Other Middle East,NA,NA,Middle East and Asia: Middle East: Other Middle East,Middle East and Asia: Middle East: Other Middle East,Middle East and Asia: Middle East: Other Middle East,NA,NA,Other Middle East,Other Middle East,Other Middle East,45455,51
ts013,ts0130036,Middle East and Asia: Eastern Asia,NA,Middle East and Asia: Eastern Asia,NA,NA,NA,NA,Eastern Asia,NA,NA,NA,174828,51
ts013,ts0130037,Middle East and Asia: Eastern Asia: China,NA,NA,Middle East and Asia: Eastern Asia: China,Middle East and Asia: Eastern Asia: China,Middle East and Asia: Eastern Asia: China,NA,NA,China,China,China,108881,51
ts013,ts0130038,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),NA,NA,Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),Middle East and Asia: Eastern Asia: Hong Kong (Special Administrative Region of China),NA,NA,Hong Kong (Special Administrative Region of China),Hong Kong (Special Administrative Region of China),Hong Kong (Special Administrative Region of China),19489,51
ts013,ts0130039,Middle East and Asia: Eastern Asia: Japan,NA,NA,Middle East and Asia: Eastern Asia: Japan,Middle East and Asia: Eastern Asia: Japan,Middle East and Asia: Eastern Asia: Japan,NA,NA,Japan,Japan,Japan,27805,51
ts013,ts0130040,Middle East and Asia: Eastern Asia: Other Eastern Asia,NA,NA,Middle East and Asia: Eastern Asia: Other Eastern Asia,Middle East and Asia: Eastern Asia: Other Eastern Asia,Middle East and Asia: Eastern Asia: Other Eastern Asia,NA,NA,Other Eastern Asia,Other Eastern Asia,Other Eastern Asia,18653,51
ts013,ts0130041,Middle East and Asia: Southern Asia,NA,Middle East and Asia: Southern Asia,NA,NA,NA,NA,Southern Asia,NA,NA,NA,693403,51
ts013,ts0130042,Middle East and Asia: Southern Asia: Afghanistan,NA,NA,Middle East and Asia: Southern Asia: Afghanistan,Middle East and Asia: Southern Asia: Afghanistan,Middle East and Asia: Southern Asia: Afghanistan,NA,NA,Afghanistan,Afghanistan,Afghanistan,14272,51
ts013,ts0130043,Middle East and Asia: Southern Asia: Bangladesh,NA,NA,Middle East and Asia: Southern Asia: Bangladesh,Middle East and Asia: Southern Asia: Bangladesh,Middle East and Asia: Southern Asia: Bangladesh,NA,NA,Bangladesh,Bangladesh,Bangladesh,60481,51
ts013,ts0130044,Middle East and Asia: Southern Asia: India,NA,NA,Middle East and Asia: Southern Asia: India,Middle East and Asia: Southern Asia: India,Middle East and Asia: Southern Asia: India,NA,NA,India,India,India,369224,51
ts013,ts0130045,Middle East and Asia: Southern Asia: Pakistan,NA,NA,Middle East and Asia: Southern Asia: Pakistan,Middle East and Asia: Southern Asia: Pakistan,Middle East and Asia: Southern Asia: Pakistan,NA,NA,Pakistan,Pakistan,Pakistan,166425,51
ts013,ts0130046,Middle East and Asia: Southern Asia: Sri Lanka,NA,NA,Middle East and Asia: Southern Asia: Sri Lanka,Middle East and Asia: Southern Asia: Sri Lanka,Middle East and Asia: Southern Asia: Sri Lanka,NA,NA,Sri Lanka,Sri Lanka,Sri Lanka,35649,51
ts013,ts0130047,Middle East and Asia: Southern Asia: Other Southern Asia,NA,NA,Middle East and Asia: Southern Asia: Other Southern Asia,Middle East and Asia: Southern Asia: Other Southern Asia,Middle East and Asia: Southern Asia: Other Southern Asia,NA,NA,Other Southern Asia,Other Southern Asia,Other Southern Asia,47352,51
ts013,ts0130048,Middle East and Asia: South-East Asia,NA,Middle East and Asia: South-East Asia,NA,NA,NA,NA,South-East Asia,NA,NA,NA,130956,51
ts013,ts0130049,Middle East and Asia: South-East Asia: Malaysia,NA,NA,Middle East and Asia: South-East Asia: Malaysia,Middle East and Asia: South-East Asia: Malaysia,Middle East and Asia: South-East Asia: Malaysia,NA,NA,Malaysia,Malaysia,Malaysia,32869,51
ts013,ts0130050,Middle East and Asia: South-East Asia: Philippines,NA,NA,Middle East and Asia: South-East Asia: Philippines,Middle East and Asia: South-East Asia: Philippines,Middle East and Asia: South-East Asia: Philippines,NA,NA,Philippines,Philippines,Philippines,52401,51
ts013,ts0130051,Middle East and Asia: South-East Asia: Singapore,NA,NA,Middle East and Asia: South-East Asia: Singapore,Middle East and Asia: South-East Asia: Singapore,Middle East and Asia: South-East Asia: Singapore,NA,NA,Singapore,Singapore,Singapore,9268,51
ts013,ts0130052,Middle East and Asia: South-East Asia: Other South-East Asia,NA,NA,Middle East and Asia: South-East Asia: Other South-East Asia,Middle East and Asia: South-East Asia: Other South-East Asia,Middle East and Asia: South-East Asia: Other South-East Asia,NA,NA,Other South-East Asia,Other South-East Asia,Other South-East Asia,36418,51
ts013,ts0130053,Middle East and Asia: Central Asia,NA,Middle East and Asia: Central Asia,Middle East and Asia: Central Asia,Middle East and Asia: Central Asia,Middle East and Asia: Central Asia,NA,Central Asia,Central Asia,Central Asia,Central Asia,4880,51
ts013,ts0130054,The Americas and the Caribbean,The Americas and the Caribbean,NA,NA,NA,NA,The Americas and the Caribbean,NA,NA,NA,NA,300267,51
ts013,ts0130055,The Americas and the Caribbean: North America,NA,The Americas and the Caribbean: North America,NA,NA,NA,NA,North America,NA,NA,NA,157955,51
ts013,ts0130056,The Americas and the Caribbean: North America: Canada,NA,NA,The Americas and the Caribbean: North America: Canada,The Americas and the Caribbean: North America: Canada,The Americas and the Caribbean: North America: Canada,NA,NA,Canada,Canada,Canada,35161,51
ts013,ts0130057,The Americas and the Caribbean: North America: United States,NA,NA,The Americas and the Caribbean: North America: United States,The Americas and the Caribbean: North America: United States,The Americas and the Caribbean: North America: United States,NA,NA,United States,United States,United States,122794,51
ts013,ts0130058,The Americas and the Caribbean: Central America,NA,The Americas and the Caribbean: Central America,The Americas and the Caribbean: Central America,The Americas and the Caribbean: Central America,The Americas and the Caribbean: Central America,NA,Central America,Central America,Central America,Central America,10689,51
ts013,ts0130059,The Americas and the Caribbean: South America,NA,The Americas and the Caribbean: South America,The Americas and the Caribbean: South America,The Americas and the Caribbean: South America,The Americas and the Caribbean: South America,NA,South America,South America,South America,South America,86490,51
ts013,ts0130060,The Americas and the Caribbean: The Caribbean,NA,The Americas and the Caribbean: The Caribbean,NA,NA,NA,NA,The Caribbean,NA,NA,NA,45133,51
ts013,ts0130061,The Americas and the Caribbean: The Caribbean: Jamaica,NA,NA,The Americas and the Caribbean: The Caribbean: Jamaica,The Americas and the Caribbean: The Caribbean: Jamaica,The Americas and the Caribbean: The Caribbean: Jamaica,NA,NA,Jamaica,Jamaica,Jamaica,28634,51
